protein	whole.name	biological.process.function	protein.type.	RNA.type	localization	description	yORF	binds.to.constructs	compartment	go_rna_bind	pfam	hsapiens_hom	h_pfam	h_go_bind	h_go_rel	Parker	Gerber	Merve	KOhaploid	overexp	r1 filter	r1+1 filter	rpuf3 filter
RPC19	RNA Polymerase C	tRNA transcription from RNA polymerase III promoter 	transcription level			"RNA polymerase subunit AC19; common to RNA polymerases I and III"	YNL113W	4	nucleolus	FALSE	RNA_pol_L_2	POLR1D	RNA_pol_L_2	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPC40	RNA Polymerase C	tRNA transcription from RNA polymerase III promoter	transcription level			"RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes"	YPR110C	8	nucleus, nucleolus	FALSE	RNA_pol_L, RNA_pol_A_bac	POLR1C	RNA_pol_A_bac, RNA_pol_L	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPD3	Reduced Potassium Dependency	negative regulation of transcription from RNA polymerase I promoter 	chromatin			"Histone deacetylase, component of both the Rpd3S and Rpd3L complexes; regulates transcription, silencing, autophagy and other processes by influencing chromatin remodeling; forms at least two different complexes which have distinct functions and members; Rpd3(L) recruitment to the subtelomeric region is regulated by interaction with the arginine methyltransferase, Hmt1p"	YNL330C	1	nucleus, cytoplasm	FALSE		"HDAC2;HDAC1;HDAC3;HDAC8"		TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPF1	Ribosome Production Factor	ribosomal large subunit export from nucleus	ribosome	rRNA		"Protein involved in assembly and export of the large ribosomal subunit; nucleolar protein; constituent of 66S pre-ribosomal particles; contains a sigma(70)-like motif, which is thought to bind RNA"	YHR088W	1		FALSE	Brix	RPF1	Brix	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"RPL20B;RPL20A"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L20B; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20B has a paralog, RPL20A, that arose from the whole genome duplication"	YOR312C	7	cytoplasm	FALSE		RPL18A		TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
"RPL20B;RPL20A"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L20B; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20B has a paralog, RPL20A, that arose from the whole genome duplication"	YMR242C	7	cytoplasm	FALSE		RPL18A		TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL22A	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L22A; required for the oxidative stress response in yeast; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication"	YLR061W	39	cytoplasm	FALSE	Ribosomal_L22e	"RPL22L1;RPL22"	Ribosomal_L22e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE
RPL28	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L28; homologous to mammalian ribosomal protein L27A and bacterial L15; may have peptidyl transferase activity; can mutate to cycloheximide resistance"	YGL103W	1		FALSE		RPL27A		TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
RPL31A	Ribosomal Protein of the Large subunit	regulation of translational fidelity	ribosome	rRNA		"Ribosomal 60S subunit protein L31A; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31A has a paralog, RPL31B, that arose from the whole genome duplication "	YDL075W	35		FALSE	Ribosomal_L31e	RPL31	Ribosomal_L31e	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
RPL32	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog"	YBL092W	2		FALSE	Ribosomal_L32e	RPL32	Ribosomal_L32e	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPL34B	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L34B; homologous to mammalian ribosomal protein L34, no bacterial homolog; RPL34B has a paralog, RPL34A, that arose from the whole genome duplication"	YIL052C	13	cytoplasm	FALSE	Ribosomal_L34e	RPL34	Ribosomal_L34e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
"RPL35A;RPL35B"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L35A; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35A has a paralog, RPL35B, that arose from the whole genome duplication"	YDL191W	1	cytoplasm	FALSE	Ribosomal_L29	RPL35	Ribosomal_L29	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPL35A;RPL35B"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L35A; homologous to mammalian ribosomal protein L35 and bacterial L29; RPL35A has a paralog, RPL35B, that arose from the whole genome duplication"	YDL136W	1	cytoplasm	FALSE	Ribosomal_L29	RPL35	Ribosomal_L29	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL36A	Ribosomal Protein of the Large subunit	cytoplasmic translation 	ribosome	rRNA		"Ribosomal 60S subunit protein L36A; N-terminally acetylated; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36A has a paralog, RPL36B, that arose from the whole genome duplication"	YMR194W	1	cytoplasm	FALSE	Ribosomal_L36e	RPL36	Ribosomal_L36e	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL36B	Ribosomal Protein of the Large subunit	cytoplasmic translation 	ribosome	rRNA		"Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36B has a paralog, RPL36A, that arose from the whole genome duplication"	YPL249C-A	1	cytoplasm	FALSE	Ribosomal_L36e	RPL36	Ribosomal_L36e	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RPL37A	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L37A; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37A has a paralog, RPL37B, that arose from the whole genome duplication"	YLR185W	1	cytoplasm	FALSE	Ribosomal_L37e	RPL37	Ribosomal_L37e	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
RPL37B	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L37B; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; protein abundance increases in response to DNA replication stress; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37B has a paralog, RPL37A, that arose from the whole genome duplication"	YDR500C	3	cytoplasm	FALSE	Ribosomal_L37e			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL38	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L38; homologous to mammalian ribosomal protein L38, no bacterial homolog"	YLR325C	6	cytoplasm	FALSE	Ribosomal_L38e	RPL38	Ribosomal_L38e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL39	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog"	YJL189W	3		FALSE	Ribosomal_L39	"RPL39;RPL39L"	Ribosomal_L39	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPL40B;RPL40A"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication"	YKR094C	5	cytoplasm	FALSE	Ribosomal_L40e	"NEDD8;ZFAND4;UBA52"		FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPL40B;RPL40A"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication"	YIL148W	5	nucleus, cytoplasm	FALSE	Ribosomal_L40e	"NEDD8;ZFAND4;UBA52"		FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPL42A;RPL42B"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication"	YNL162W	2	cytoplasm	FALSE	Ribosomal_L44	"RPL36AL;RPL36A;RPL36A-HNRNPH2"	Ribosomal_L44	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
"RPL42A;RPL42B"	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication"	YHR141C	2	cytoplasm	FALSE	Ribosomal_L44	"RPL36AL;RPL36A;RPL36A-HNRNPH2"	Ribosomal_L44	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
RPL6A	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L6A; N-terminally acetylated; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6A has a paralog, RPL6B, that arose from the whole genome duplication"	YML073C	6	cytoplasm	FALSE	Ribosomal_L6e			FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RPL6B	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6B has a paralog, RPL6A, that arose from the whole genome duplication"	YLR448W	4	cytoplasm	FALSE	Ribosomal_L6e	RPL6	Ribosomal_L6e_N, Ribosomal_L6e	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
RPL7B	Ribosomal Protein of the Large subunit	cytoplasmic translation	ribosome	rRNA		"Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication"	YPL198W	1	nucleolus, cytoplasm	FALSE	Ribosomal_L30_N, Ribosomal_L30	"RPL7;RPL7L1"	Ribosomal_L30_N, Ribosomal_L30	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPO26	RNA POlymerase	tRNA transcription from RNA polymerase III promoter 	transcription level			"RNA polymerase subunit ABC23; common to RNA polymerases I, II, and III; part of central core; similar to bacterial omega subunit"	YPR187W	16	nucleus, cytoplasm	FALSE	RNA_pol_Rpb6	POLR2F	RNA_pol_Rpb6	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"RPS10A;RPS10B"	Ribosomal Protein of the Small subunit	rRNA export from nucleus	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10A has a paralog, RPS10B, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia"	YOR293W	1	nucleus, nucleolus	FALSE	S10_plectin	"RPS10;RPS10-NUDT3"	S10_plectin	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
"RPS10A;RPS10B"	Ribosomal Protein of the Small subunit	rRNA export from nucleus	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10A has a paralog, RPS10B, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia"	YMR230W	1	cytoplasm	FALSE	S10_plectin			FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
RPS12	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S12, no bacterial homolog"	YOR369C	2		FALSE	Ribosomal_L7Ae	RPS12	Ribosomal_L7Ae	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
RPS15	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15 and bacterial S19"	YOL040C	1		TRUE	Ribosomal_S19	RPS15	Ribosomal_S19	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE
"RPS16A;RPS16B"	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication"	YMR143W	2	cytoplasm	FALSE	Ribosomal_S9	RPS16	Ribosomal_S9	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPS16A;RPS16B"	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication"	YDL083C	2	cytoplasm	FALSE	Ribosomal_S9	RPS16	Ribosomal_S9	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RPS19A	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog, RPS19B, that arose from the whole genome duplication"	YOL121C	4	cytoplasm	FALSE	Ribosomal_S19e	RPS19	Ribosomal_S19e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
RPS19B	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog, RPS19A, that arose from the whole genome duplication"	YNL302C	2	cytoplasm	FALSE	Ribosomal_S19e			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RPS20	Ribosomal Protein of the Small subunit	cytoplasmic translation / mRNA binding	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; overproduction suppresses mutations affecting RNA polymerase III-dependent transcription; homologous to mammalian ribosomal protein S20 and bacterial S10"	YHL015W	2		TRUE	Ribosomal_S10	RPS20	Ribosomal_S10	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
"RPS21A;RPS21B"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication"	YKR057W	3	cytoplasm	FALSE	Ribosomal_S21e	RPS21	Ribosomal_S21e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
"RPS21A;RPS21B"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication"	YJL136C	3	cytoplasm	FALSE	Ribosomal_S21e			FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE
"RPS22B;RPS22A"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication"	YLR367W	8	nucleolus	FALSE	Ribosomal_S8	RPS15A	Ribosomal_S8	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
"RPS22B;RPS22A"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication"	YJL190C	8	nucleus, nucleolus	FALSE	Ribosomal_S8	RPS15A	Ribosomal_S8	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
RPS25A	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S25, no bacterial homolog; RPS25A has a paralog, RPS25B, that arose from the whole genome duplication"	YGR027C	6	cytoplasm	FALSE	Ribosomal_S25	RPS25	Ribosomal_S25	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPS27A;RPS27B"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	YKL156W	1	cytoplasm	FALSE	Ribosomal_S27e			FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
"RPS27A;RPS27B"	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S27, no bacterial homolog; RPS27A has a paralog, RPS27B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	YHR021C	1	cytoplasm	FALSE	Ribosomal_S27e	"RPS27L;RPS27"	Ribosomal_S27e	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
RPS29A	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29A has a paralog, RPS29B, that arose from the whole genome duplication"	YLR388W	1	cytoplasm	FALSE	Ribosomal_S14	RPS29	Ribosomal_S14	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPS29B	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29B has a paralog, RPS29A, that arose from the whole genome duplication"	YDL061C	4	cytoplasm	FALSE	Ribosomal_S14			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
"RPS30B;RPS30A"	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	YOR182C	1	cytoplasm	FALSE	Ribosomal_S30	FAU	Ribosomal_S30	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
"RPS30B;RPS30A"	Ribosomal Protein of the Small subunit	cytoplasmic translation	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30B has a paralog, RPS30A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress"	YLR287C-A	1	cytoplasm	FALSE	Ribosomal_S30	FAU	Ribosomal_S30	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RPS5	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; least basic of non-acidic ribosomal proteins; phosphorylated in vivo; essential for viability; homologous to mammalian ribosomal protein S5 and bacterial S7"	YJR123W	2		TRUE	Ribosomal_S7	RPS5	Ribosomal_S7	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
RPS7A	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7A has a paralog, RPS7B, that arose from the whole genome duplication"	YOR096W	1		FALSE	Ribosomal_S7e	RPS7	Ribosomal_S7e	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RPS9A	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9A has a paralog, RPS9B, that arose from the whole genome duplication"	YPL081W	2	cytoplasm	TRUE	S4, Ribosomal_S4	RPS9	Ribosomal_S4, S4	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE
RPS9B	Ribosomal Protein of the Small subunit	cytoplasmic translation 	ribosome	rRNA		"Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S9 and bacterial S4; RPS9B has a paralog, RPS9A, that arose from the whole genome duplication"	YBR189W	4	cytoplasm	TRUE	Ribosomal_S4, S4	RPS9	Ribosomal_S4, S4	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE
RQC1	Ribosome Quality Control	ribosome-associated ubiquitin-dependent protein catabolic process	ribosome	rRNA		"Component of the ribosome quality control complex (RQC); RQC (Rqc1p-Rkr1p-Tae2p-Cdc48p-Npl4p-Ufd1p) is a ribosome-bound complex required for the degradation of polypeptides arising from stalled translation; required along with Rkr1p for recruitment of the Cdc48p-Npl4p-Ufd1p AAA ATPase complex to the RQC"	YDR333C	1	cytoplasm	FALSE		TCF25		FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE
RRF1	Ribosome Recycling Factor	mitochondrial translation	ribosome	rRNA		"Mitochondrial ribosome recycling factor; essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria"	YHR038W	18	mitochondrion	FALSE	RRF			FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE
RRP7	Ribosomal RNA Processing	ribosomal small subunit assembly 	ribosome	rRNA		"Essential protein involved in rRNA processing and ribosome biogenesis; protein abundance increases in response to DNA replication stress"	YCL031C	1	nucleus, nucleolus	FALSE	RRP7			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
RRP8	Ribosomal RNA Processing	ribosomal large subunit biogenesis	ribosome	rRNA		"Nucleolar S-adenosylmethionine-dependent rRNA methyltransferase; methylates adenine (m1A) of the large subunit (LSU) rRNA at position 645; involved in pre-rRNA cleavage at site A2; mutation is synthetically lethal with a gar1 mutation; deletion disrupts telomere maintenance by influencing the expression of neighboring gene STN1"	YDR083W	1	nucleus, nucleolus	FALSE	Methyltransf_8	RRP8	Methyltransf_8	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE
RRP14	Ribosomal RNA Processing	ribosomal small subunit biogenesis	ribosome	rRNA		"Essential protein, constituent of 66S pre-ribosomal particles; interacts with proteins involved in ribosomal biogenesis and cell polarity; member of the SURF-6 family"	YKL082C	12		FALSE	SURF6			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RRP15	Ribosomal RNA Processing	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs"	YPR143W	63	nucleus, nucleolus	FALSE	Rrp15p			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RRP17	Ribosomal RNA Processing	rRNA processing 	ribosome	rRNA		"Component of the pre-60S pre-ribosomal particle; required for cell viability under standard (aerobic) conditions but not under anaerobic conditions; exonuclease required for 5' end processing of pre-60S ribosomal RNA"	YDR412W	26	nucleus, nucleolus	FALSE	Nop25			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RRP3	Ribosomal RNA Processing	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	ribosome	rRNA		"Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity "	YHR065C	3		FALSE	DEAD	"DDX28;DDX47"	DEAD	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE
RRP36	Ribosomal RNA Processing	ribosomal small subunit biogenesis 	ribosome	rRNA		"Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit"	YOR287C	49		FALSE	DUF947			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
RRP9	Ribosomal RNA Processing	rRNA processing	ribosome	rRNA		"Protein involved in pre-rRNA processing; associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein"	YPR137W	49	nucleolus	FALSE		RRP9		TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
